Maison,X,Y
731,2461381.082330008,3983591.763780191
732,2461299.418144421,3983550.4562210147
733,2461273.4324590527,3983534.2106270217
734,2461353.034758326,3983593.303626632
735,2461330.9499377976,3983403.044458479
736,2461300.444227444,3983437.4365234403
737,2461371.2873097286,3983509.369233582
738,2461219.037933578,3983537.387390637
739,2461222.136986565,3983761.803433035
740,2461388.8460878427,3983602.669646571
741,2461259.3359867334,3983742.8303467473
742,2461291.333520658,3983614.9122709837
743,2461284.636912716,3983712.9937069863
744,2461369.471131023,3983741.7876292686
745,2461266.5970352353,3983701.1210694043
746,2461397.4063891876,3983630.8435961595
747,2461282.4297943977,3983617.3820983493
748,2461395.084958232,3983740.850691645
749,2461291.150602621,3983643.5444728597
750,2461356.297346726,3983776.5713972943
751,2461268.563354984,3983954.316858815
752,2461337.3398909424,3983860.0674749026
753,2461256.061029731,3983808.515217107
754,2461296.2958141537,3983849.8750303052
755,2461221.757584599,3983879.2456278
756,2461377.0570535664,3983919.6316830274
757,2461273.59234373,3983875.2485318775
758,2461375.697529637,3983836.647149454
759,2461298.9070506347,3983838.047834737
760,2461398.2072214037,3983912.240422559
761,2461239.369114211,3983832.3577494677
762,2461372.9099445003,3984021.689457389
763,2461225.2791867517,3984073.7833663193
764,2461237.243213984,3984128.400543402
765,2461276.536677628,3984153.1319125034
766,2461232.1430099015,3984105.0896764295
767,2461316.806641782,3984283.8670730973
768,2461390.790289833,3984301.9732077727
769,2461326.439636013,3984579.052048539
770,2461311.9186773566,3984543.3614696576
771,2461268.8224393213,3984575.4774640347
772,2461257.3437353806,3984425.1143088397
773,2461375.299465101,3984432.1516075167
774,2461371.165916074,3984594.1485610534
775,2461376.3419012176,3984470.087518275
776,2461261.9677881,3984431.7994719865
777,2461328.54829742,3984412.882613001
778,2461307.0565338917,3984445.849975132
779,2461394.0443976545,3984491.5744143073
780,2461271.7212023875,3984525.067960596
781,2461354.0851841415,3984493.290122228
782,2461298.291985943,3984507.145124967
783,2461339.5164148137,3984567.393015215
784,2461282.5514784157,3984588.739192993
785,2461302.172904412,3984730.6331673115
786,2461248.8027857686,3984706.9435016387
787,2461223.0214457144,3984706.96097941
788,2461222.882370645,3984663.5516616083
789,2461239.4752918775,3984733.4678381626
790,2461333.5183842727,3984635.604671076
791,2461343.325169414,3984654.8675142718
792,2461308.3563772053,3984679.840150456
793,2461219.2184473784,3984727.2587890676
794,2461395.2480454985,3984743.110711341
795,2461305.7584499125,3984754.5323858825
796,2461263.115982676,3984776.7096750103
797,2461398.6382781016,3984603.713553038
798,2461387.4162328835,3984611.53918551
799,2461298.970520137,3984656.6848018244
800,2461232.531252813,3984871.673383868
801,2461213.898547725,3984881.215298558
802,2461382.2594479937,3984895.364876771
803,2461368.1657651323,3984972.2979639308
804,2461250.497879772,3984937.537723991
805,2461385.334035949,3984802.800501462
806,2461390.827664018,3984932.5202393695
807,2461362.4256227184,3984969.520379308
808,2461330.600062978,3984826.5707027763
809,2461347.671981513,3984952.415520579
810,2461285.970786444,3984919.516673724
811,2461217.2592773745,3984913.9463618724
812,2461309.654310965,3985146.077776151
813,2461353.8902020142,3985105.3761462816
814,2461216.066137675,3985183.380128284
815,2461331.547449134,3985074.323163279
816,2461388.505037813,3985137.969184059
817,2461222.7400447973,3985196.4871922783
818,2461249.450290546,3985181.1328019938
819,2461310.710928402,3985028.5503228055
820,2461299.624259545,3985160.714783356
821,2461245.8772917925,3985170.8115772996
822,2461272.7381309643,3985355.4612319493
823,2461369.562139363,3985382.0798165197
824,2461200.374822265,3985337.462380869
825,2461387.1133425403,3985220.235079807
826,2461371.286970181,3985290.4380548336
827,2461358.027312012,3985268.074899715
828,2461261.060616605,3985299.0591820655
829,2461218.7127455375,3985367.384240668
830,2461270.9299656027,3985252.1073511834
831,2461253.405613838,3985396.1987109813
832,2461382.233548945,3985212.538340302
833,2461394.572056251,3985363.691003814
834,2461394.628042825,3985498.191895134
835,2461274.923854312,3985572.7093821405
836,2461250.340995582,3985447.653698476
837,2461291.134629642,3985561.354333797
838,2461378.041164019,3985447.4019493046
839,2461299.227003475,3985525.1294098464
840,2461280.64624596,3985475.360920414
841,2461251.0990688293,3985748.399734249
842,2461202.6692947024,3985762.7940943195
843,2461221.991538965,3985683.1717405454
844,2461215.30855965,3985638.9656687137
845,2461313.8882548837,3985783.526323089
846,2461230.1137205698,3985700.729330065
847,2461227.1991647813,3985796.305667644
848,2461216.676113663,3985632.2570403186
849,2461359.0721520027,3985951.4500164757
850,2461310.667537623,3985965.130448881
851,2461249.1831939975,3985895.9285687692
852,2461267.17835693,3985971.9425123394
853,2461211.826765974,3985915.2972542713
854,2461320.2484520376,3985873.398489757
855,2461252.87734433,3985882.858044662
856,2461378.518436216,3985827.4226987846
857,2461214.613224561,3985818.9440860534
858,2461307.9337727134,3985894.0893233772
859,2461310.618112077,3985911.078733519
860,2461348.1223008162,3985991.8598746364
861,2461343.0596039398,3985865.573009163
862,2461376.8860298744,3986191.292430136
863,2461383.759233733,3986034.624791957
864,2461273.9157015923,3986117.5729845543
865,2461379.8852582043,3986236.4520894634
866,2461223.105371839,3986570.2105969354
867,2461334.802127551,3986438.611042477
868,2461302.037478969,3986543.7891525584
869,2461242.8707748284,3986457.862420622
870,2461291.1328231473,3986427.363556506
871,2461262.9879691307,3986523.1569342003
872,2461282.021482635,3986440.7674453747
873,2461229.0994910756,3986412.330060712
874,2461315.4086826523,3986446.8465084983
875,2461242.0400954285,3986456.605833803
876,2461209.6948865536,3986458.8530135527
877,2461560.196874846,3983148.1409039027
878,2461582.112287985,3983107.2670699903
879,2461585.8778952393,3983176.9725131593
880,2461421.455932176,3983036.8451281902
881,2461548.368853956,3983297.521359753
882,2461474.436144516,3983252.849616183
883,2461425.5948318304,3983373.5840741866
884,2461419.3764768243,3983398.1278356505
885,2461511.5427795956,3983326.4514829502
886,2461558.915359144,3983294.1052851514
887,2461464.656740454,3983275.8320380906
888,2461514.816490724,3983326.340285611
889,2461565.568940509,3983216.6707787714
890,2461598.5843526674,3983241.9482584125
891,2461543.4546452276,3983232.788036589
892,2461473.145944186,3983510.196907406
893,2461412.531645524,3983589.572903598
894,2461436.0959198894,3983482.336567834
895,2461475.068352113,3983556.666260936
896,2461495.5419376437,3983561.7745464197
897,2461482.4379010457,3983567.7086213343
898,2461539.940832476,3983484.317090823
899,2461496.5714482507,3983577.0090287733
900,2461532.841686256,3983648.4168821285
901,2461451.115377703,3983768.351966952
902,2461559.097501336,3983615.8138685897
903,2461579.516888526,3983710.484440919
904,2461417.99386635,3983721.5373656633
905,2461466.1617627414,3983620.708400489
906,2461474.5390381217,3983787.9846550543
907,2461452.278851192,3983626.0202323496
908,2461588.3864059043,3983690.4222218622
909,2461475.676271753,3983774.2337945523
910,2461599.615348545,3983807.1017199624
911,2461571.523708062,3983996.403588239
912,2461505.4369153734,3983960.471589018
913,2461527.3554970827,3983940.0648309276
914,2461435.8538398184,3983865.2384641804
915,2461535.1260153092,3983870.7908398737
916,2461494.285909428,3983969.00881539
917,2461492.145895966,3983814.0406672675
918,2461526.2984552425,3983925.5871936833
919,2461468.4295918955,3983934.0985968197
920,2461494.445546561,3983913.6049191495
921,2461405.567744444,3983806.224832088
922,2461570.681473781,3983807.162824879
923,2461434.6133561875,3983867.3808898525
924,2461580.6093938285,3983964.875953425
925,2461548.5877930257,3983972.9138982184
926,2461522.597769426,3984059.840747689
927,2461462.9859657283,3984120.52365926
928,2461501.8879522383,3984009.693985337
929,2461454.4113296694,3984045.74524369
930,2461567.955515214,3984092.2398858247
931,2461504.6695641065,3984050.484012245
932,2461491.5065739253,3984124.8485332746
933,2461503.907328861,3984300.4379440425
934,2461484.8916931124,3984227.4871571576
935,2461532.740485243,3984281.043854926
936,2461570.9581543626,3984321.7844461226
937,2461567.957354367,3984281.0447838237
938,2461476.5617222046,3984479.1889868155
939,2461516.6028893394,3984487.559860946
940,2461406.0597993312,3984563.611807097
941,2461503.198864595,3984466.203471737
942,2461496.8790137623,3984550.379256286
943,2461579.958255708,3984401.981760053
944,2461540.3406155542,3984530.094028831
945,2461474.857617517,3984517.6377950097
946,2461435.456109064,3984510.8457475635
947,2461543.3315678034,3984443.3638612363
948,2461571.087868949,3984722.838286574
949,2461412.2368660006,3984766.326223343
950,2461516.7104584035,3984652.0931249
951,2461537.659846312,3984627.778680585
952,2461426.607302686,3984613.333396913
953,2461450.9437035336,3984643.0166838365
954,2461483.8996397397,3984707.886122056
955,2461546.756835154,3984662.4648427893
956,2461479.5416941373,3984663.3355613886
957,2461482.643755819,3984608.921521715
958,2461519.055710331,3984673.4761661086
959,2461548.5626745396,3984617.6503913
960,2461471.9767323034,3984627.265726529
961,2461530.9704889823,3984737.570361273
962,2461582.3290879554,3984632.014109128
963,2461429.327357404,3984669.6473869844
964,2461584.042407845,3984754.1895411434
965,2461590.6687851013,3984780.2404247853
966,2461579.855813572,3984740.4027061467
967,2461479.7417487702,3984821.2476915275
968,2461414.881054641,3984914.9734583846
969,2461498.1036202116,3984947.1763687204
970,2461484.9011646886,3984982.120437563
971,2461403.6673265295,3984828.8273468986
972,2461556.618841394,3984888.5867545335
973,2461558.0437967875,3984948.2190321293
974,2461511.01492767,3984847.2719264547
975,2461409.217026191,3984978.740319378
976,2461599.8371831225,3984997.727575098
977,2461528.2450797856,3984825.1992933378
978,2461532.5082366955,3984919.960628946
979,2461481.9455562574,3985117.431104373
980,2461530.354407206,3985178.4384294166
981,2461543.715464291,3985178.96652836
982,2461426.0904868674,3985084.1201680116
983,2461424.230917203,3985120.783670375
984,2461448.241554577,3985036.8818265786
985,2461574.743642395,3985359.0462157256
986,2461525.7913371725,3985212.257102761
987,2461533.136853384,3985211.9982604655
988,2461412.9803501577,3985244.011923305
989,2461465.0267224275,3985314.340229363
990,2461599.8571532816,3985282.150557429
991,2461445.8587924726,3985532.240306881
992,2461411.3787722015,3985593.4132415717
993,2461446.4682572787,3985456.152785245
994,2461582.41430985,3985456.807680972
995,2461477.7009410025,3985540.2911536056
996,2461562.483765159,3985440.627546837
997,2461561.540775025,3985465.5603746637
998,2461468.3595210495,3985573.5288278977
999,2461570.358281695,3985794.596260447
1000,2461458.0481753317,3985666.920327613
1001,2461411.8009038637,3985662.2317482396
1002,2461415.849480753,3985861.5589755285
1003,2461433.5482946793,3985999.6281059016
1004,2461596.6653543706,3985923.302833257
1005,2461405.191202306,3985940.0762939123
1006,2461484.160559773,3985963.889115043
1007,2461512.9755595634,3985831.672400603
1008,2461457.7102527665,3985924.2556033344
1009,2461449.694724187,3985982.993364035
1010,2461492.328100461,3985811.9525878136
1011,2461474.447338137,3985884.9703490636
1012,2461436.798232835,3986061.7535909694
1013,2461448.2690881877,3986047.2643034244
1014,2461580.669790905,3986140.6404885263
1015,2461597.989976415,3986048.5768469786
1016,2461595.9058971745,3986160.3715947955
1017,2461513.4522988647,3986014.5075290063
1018,2461444.211634223,3986088.9608405265
1019,2461524.021744524,3986008.279564223
1020,2461562.293728388,3986031.55574877
1021,2461411.10145715,3986395.5027047927
1022,2461416.007755862,3986382.1294657774
1023,2461449.4829968936,3986263.245114768
1024,2461568.8958348073,3986383.7015575683
1025,2461411.6680111308,3986272.491768877
1026,2461458.8148024,3986376.5139753073
1027,2461551.4558211886,3986389.992160503
1028,2461401.3658509464,3986308.850755356
1029,2461456.50870426,3986451.649474097
1030,2461454.237108127,3986552.4415738853
1031,2461606.1959490106,3983056.034616262
1032,2461668.1336544077,3983114.56824405
1033,2461710.3980342294,3983072.4426423428
1034,2461713.1454160158,3983008.1138994056
1035,2461727.3411794244,3983154.089898829
1036,2461701.964014454,3983166.9693596507
1037,2461773.0328519847,3983028.7542034606
1038,2461724.967294447,3983028.7107698703
1039,2461627.3440112285,3983057.8785430775
1040,2461788.298499838,3983032.124177236
1041,2461726.788686134,3983115.4018755266
1042,2461663.9415827864,3983166.883609575
1043,2461675.2213452565,3983155.007672276
1044,2461629.971999262,3983060.6884622797
1045,2461738.3961719116,3983181.705334481
1046,2461757.4080974213,3983095.933126517
1047,2461603.0527144647,3983091.69439889
1048,2461795.1465447242,3983077.0258646104
1049,2461707.450319261,3983141.54827648
1050,2461713.198959703,3983036.633566386
1051,2461718.991203696,3983066.232188384
1052,2461611.5649642516,3983025.415236023
1053,2461784.9550121548,3983105.7391584995
1054,2461630.1976540587,3983119.0140181193
1055,2461621.5977815147,3983198.9690726525
1056,2461726.978785018,3983161.6417117342
1057,2461737.375784989,3983092.535255403
1058,2461743.7120479983,3983024.5498404936
1059,2461669.073739783,3983029.515973165
1060,2461782.5813586456,3983097.7107000533
1061,2461712.6586330743,3983049.365435053
1062,2461726.942567273,3983203.313368544
1063,2461737.1802667007,3983276.4517401434
1064,2461605.0094753164,3983376.2288594088
1065,2461762.809512242,3983205.1695958674
1066,2461733.2648035632,3983275.9600006365
1067,2461797.178190702,3983241.409929471
1068,2461791.0238608634,3983360.5193982646
1069,2461605.340252476,3983274.006127287
1070,2461789.979563633,3983201.39089449
1071,2461622.1191801312,3983297.3339372436
1072,2461758.611950636,3983320.5979412943
1073,2461614.749515206,3983329.178406179
1074,2461690.180115662,3983294.4481114796
1075,2461726.131769106,3983213.9816772644
1076,2461729.259741325,3983290.702861759
1077,2461624.439391789,3983296.410560915
1078,2461793.5414930964,3983374.009243676
1079,2461767.028327954,3983538.1223361734
1080,2461609.8075535097,3983491.6038127155
1081,2461743.8787813378,3983424.4685767116
1082,2461725.0914768325,3983417.005745797
1083,2461721.560971783,3983594.383303266
1084,2461693.1627922254,3983547.7402570425
1085,2461686.3293769904,3983477.9597882098
1086,2461692.3673809343,3983544.0953789605
1087,2461785.934946171,3983507.212639205
1088,2461786.189088219,3983549.2819479816
1089,2461790.5331668314,3983509.197879788
1090,2461678.8688577004,3983413.744181271
1091,2461797.1754635964,3983414.943229899
1092,2461703.620542436,3983423.4521994838
1093,2461792.759753264,3983551.892107954
1094,2461762.6194986436,3983448.995204902
1095,2461630.4618426873,3983406.8826103644
1096,2461786.4169732137,3983461.068377152
1097,2461729.8411180633,3983411.7535415883
1098,2461774.4636631836,3983448.4572029323
1099,2461683.2635315564,3983428.4446351454
1100,2461644.1051090444,3983788.5249476153
1101,2461629.6454170225,3983764.499939677
1102,2461629.448544457,3983788.186598966
1103,2461725.1883185757,3983726.504319832
1104,2461603.2640578016,3983649.2873236663
1105,2461647.422501073,3983681.669506621
1106,2461649.3934260225,3983773.9210139513
1107,2461624.578651461,3983692.021292665
1108,2461743.965406191,3983630.763822195
1109,2461646.101624025,3983986.1507357727
1110,2461679.8143556574,3983974.4821967157
1111,2461718.4720688597,3983809.813572798
1112,2461631.906550291,3983913.1791940713
1113,2461679.9686006675,3983820.8797248867
1114,2461773.086606604,3983889.6538255652
1115,2461623.6401843824,3983945.5967619624
1116,2461788.0275152056,3983924.635133224
1117,2461629.581927666,3983939.228278007
1118,2461792.4744004346,3983990.5634956523
1119,2461724.8663115213,3983908.543590022
1120,2461696.1013762592,3983839.5614204495
1121,2461708.993417112,3983853.7774786837
1122,2461784.7740988205,3983825.807332125
1123,2461797.940651499,3983975.5059477617
1124,2461701.691502306,3983935.1719269496
1125,2461751.2355639297,3983989.65552218
1126,2461658.658573292,3983894.7884043213
1127,2461726.470036729,3983928.4934522407
1128,2461778.5673933867,3983853.1201200886
1129,2461742.220814092,3984125.51670656
1130,2461662.643552273,3984022.09261068
1131,2461657.4173667603,3984157.4587144842
1132,2461633.69261626,3984161.841210232
1133,2461734.6521819173,3984157.390872457
1134,2461754.346191328,3984193.4016583688
1135,2461633.6037338497,3984011.2467986764
1136,2461787.2985981847,3984146.626234264
1137,2461747.7872499893,3984178.2085188325
1138,2461742.108060329,3984175.361367107
1139,2461770.4577778005,3984105.8220354803
1140,2461736.9907685313,3984153.2133591487
1141,2461787.7677609446,3984163.0802811305
1142,2461728.1268310356,3984162.99911055
1143,2461781.102257897,3984192.433182054
1144,2461639.575439091,3984031.858844096
1145,2461786.1727853185,3984054.8307072134
1146,2461614.2483857,3984125.082342154
1147,2461781.6234721974,3984112.944981279
1148,2461668.5692459247,3984077.736581686
1149,2461747.020910315,3984038.378191
1150,2461782.381983696,3984137.0416045533
1151,2461642.142400997,3984040.4021278955
1152,2461765.276347232,3984132.5048347907
1153,2461780.927685849,3984092.4969113986
1154,2461691.9201640473,3984168.663860718
1155,2461763.034990394,3984075.272088524
1156,2461662.7990976023,3984243.908607352
1157,2461646.799258471,3984237.1820915816
1158,2461760.6641285075,3984207.820816954
1159,2461775.1501294207,3984366.638741025
1160,2461776.487786836,3984391.9925383967
1161,2461624.446726899,3984235.3785331617
1162,2461679.1587631674,3984208.5546758687
1163,2461732.422363957,3984228.536788592
1164,2461671.0274154576,3984331.4638459045
1165,2461710.1554194684,3984323.468712725
1166,2461679.53503062,3984246.8433146426
1167,2461685.8081418187,3984209.505778264
1168,2461698.157808384,3984204.5462041376
1169,2461629.463683961,3984339.089573204
1170,2461636.0961753433,3984368.481693604
1171,2461640.9842640227,3984275.624370502
1172,2461672.8219160447,3984487.460271888
1173,2461668.8193237525,3984565.5039719916
1174,2461773.670542771,3984580.71042617
1175,2461645.650171262,3984438.2547602365
1176,2461604.3890025923,3984455.5580113893
1177,2461603.820852851,3984489.064941321
1178,2461728.495941132,3984583.905168313
1179,2461738.6058486104,3984473.985736442
1180,2461628.6473533474,3984535.2485139263
1181,2461686.991843946,3984553.1027545226
1182,2461769.551543552,3984515.014393844
1183,2461727.2520954357,3984588.0629905947
1184,2461744.8664703225,3984526.9191977186
1185,2461650.511063148,3984409.594198291
1186,2461616.3782044225,3984486.7627945743
1187,2461733.314042435,3984477.9781278255
1188,2461740.8724132017,3984424.614432256
1189,2461686.740742724,3984534.1628060555
1190,2461745.7502577426,3984508.8446298577
1191,2461750.4117985163,3984472.9895801973
1192,2461796.922439129,3984578.2139430065
1193,2461718.7501106504,3984483.128995368
1194,2461630.3941100184,3984520.2746499325
1195,2461765.6401572297,3984557.065275025
1196,2461693.347364802,3984416.928831953
1197,2461661.806101144,3984782.0744499043
1198,2461619.0687317858,3984784.5152724585
1199,2461764.445695647,3984761.4543827814
1200,2461781.4588304427,3984640.0770102898
1201,2461704.6984805204,3984727.302286702
1202,2461659.973007566,3984784.883594972
1203,2461614.6559703317,3984725.9712600354
1204,2461791.503182628,3984786.7406055266
1205,2461661.6617752165,3984763.649239088
1206,2461761.0097519164,3984711.4107276634
1207,2461699.796932233,3984772.5751259844
1208,2461698.7173483316,3984960.923229808
1209,2461618.137319376,3984854.6786057632
1210,2461703.5341109233,3984917.3298739376
1211,2461636.209535101,3984935.8808851577
1212,2461698.9065450314,3984828.2366602877
1213,2461620.5932658543,3984988.0246616337
1214,2461653.045045091,3984909.1758778044
1215,2461712.8210926866,3984887.789636553
1216,2461679.9851758727,3984956.549945655
1217,2461797.2572500906,3984913.7805110887
1218,2461770.056602498,3984990.724173318
1219,2461644.997891735,3984982.4685857813
1220,2461641.776044816,3984912.59287628
1221,2461683.2851515952,3984987.3579363376
1222,2461639.7779856725,3984938.0648723147
1223,2461612.520018485,3984960.5379893095
1224,2461669.232685654,3985159.5711743147
1225,2461748.09904091,3985148.6477198596
1226,2461690.015990042,3985028.831726668
1227,2461670.1811304702,3985192.4185462575
1228,2461663.211458837,3985081.5388332317
1229,2461630.5996373165,3985134.605411205
1230,2461675.029087675,3985029.6728789643
1231,2461780.4072749526,3985143.4978629183
1232,2461736.1194582228,3985020.092342891
1233,2461716.4039311563,3985147.080094581
1234,2461773.722984103,3985036.2809998873
1235,2461652.617251315,3985139.5562875615
1236,2461655.6898190673,3985122.9932585647
1237,2461655.3198989863,3985131.0615176484
1238,2461765.8898256538,3985178.47226585
1239,2461603.6161775133,3985282.5923185004
1240,2461706.4156868844,3985307.9621344563
1241,2461732.676242912,3985203.607927813
1242,2461696.062284016,3985314.680130957
1243,2461788.8776048264,3985362.04081846
1244,2461796.524539084,3985290.667205893
1245,2461780.92570309,3985204.2021877426
1246,2461622.527304583,3985306.855833852
1247,2461712.9861809416,3985273.8583725896
1248,2461719.0418059686,3985269.8726620832
1249,2461727.5705568944,3985236.63194847
1250,2461766.4423279893,3985362.982895152
1251,2461692.879512873,3985343.2704505026
1252,2461614.3107416364,3985281.7837953116
1253,2461697.566538113,3985307.2516790736
1254,2461729.3591324347,3985302.3623596774
1255,2461693.4191978,3985299.232852294
1256,2461684.0223320997,3985359.761369539
1257,2461755.756980098,3985325.645073768
1258,2461723.269027644,3985410.988687671
1259,2461703.084862037,3985449.8334104735
1260,2461771.307582916,3985545.9679471166
1261,2461736.1807154105,3985407.2773829014
1262,2461745.7548172767,3985471.7483496065
1263,2461676.571625466,3985476.6133365068
1264,2461643.7458659005,3985495.6508972794
1265,2461696.5556924185,3985438.96380479
1266,2461754.987119232,3985405.190316262
1267,2461691.7371340287,3985462.756105598
1268,2461664.2060255213,3985408.5091939154
1269,2461789.333588476,3985635.703379582
1270,2461601.200344213,3985789.9475201876
1271,2461714.0024842974,3985731.855660577
1272,2461751.303919313,3985642.510263344
1273,2461728.565081816,3985796.8886862835
1274,2461674.261872371,3985832.08030191
1275,2461726.2493868084,3985999.974379737
1276,2461715.640830536,3985967.6993819787
1277,2461725.285388657,3985939.597896452
1278,2461692.9191327747,3985892.3597456915
1279,2461638.830879166,3985802.0867361785
1280,2461758.5877453247,3986073.7517964477
1281,2461679.904855979,3986196.1735722367
1282,2461749.392912897,3986012.9463820737
1283,2461623.093264561,3986036.188088662
1284,2461700.8738250732,3986154.1669405536
1285,2461788.9541142653,3986087.0798603436
1286,2461710.8818785683,3986191.236477157
1287,2461725.007264022,3986085.9057359775
1288,2461625.8685033736,3986064.693079326
1289,2461659.6566135627,3986291.718918798
1290,2461781.5740954336,3986272.9003072707
1291,2461628.0438078744,3986395.780668966
1292,2461600.4916975377,3986272.979949823
1293,2461667.6417176784,3986340.3902939833
1294,2461796.599370841,3986292.97432267
1295,2461781.676399179,3986317.5866172737
1296,2461603.421341236,3986223.22973637
1297,2461600.2472249297,3986237.796692347
1298,2461711.4553717356,3986322.571730009
1299,2461868.874747572,3982891.1982965213
1300,2461845.2797036986,3983193.651203857
1301,2461879.7233721437,3983055.177715415
1302,2461871.766521532,3983000.9986043633
1303,2461833.6286754524,3983163.2423782907
1304,2461903.580589383,3983021.196731963
1305,2461872.1944378223,3983117.5024470924
1306,2461864.256846034,3983185.839158815
1307,2461846.46228283,3983093.8246462806
1308,2461842.9453053405,3983143.1856181337
1309,2461816.5737334588,3983141.2107749986
1310,2461820.0135693974,3983213.005923957
1311,2461853.142765365,3983318.6340793194
1312,2461975.8771436233,3983327.0040169214
1313,2461824.747910789,3983285.761824778
1314,2461846.1825336614,3983368.2557390397
1315,2461901.1192295663,3983312.9113146
1316,2461925.2834317996,3983280.3816200113
1317,2461998.219418816,3983340.9506840943
1318,2461907.175855335,3983275.8452624
1319,2461964.9545358093,3983383.1603874182
1320,2461901.1775840153,3983343.438381282
1321,2461888.611957865,3983274.655546695
1322,2461839.865321127,3983232.9234442115
1323,2461919.515102318,3983532.0694659417
1324,2461983.2577936454,3983407.9309788067
1325,2461921.9691295056,3983461.2688532243
1326,2461967.562604558,3983557.3354445896
1327,2461829.8787621185,3983436.3755574417
1328,2461884.366977949,3983478.2373939175
1329,2461994.2716101394,3983418.7462701304
1330,2461824.6920195017,3983515.375080788
1331,2461910.8307528314,3983435.099213952
1332,2461957.137785716,3983631.531855337
1333,2461954.2293333174,3983643.2348934365
1334,2461968.824533049,3983709.3009945173
1335,2461964.8750122064,3983640.1851129564
1336,2461928.451013513,3983637.3728721105
1337,2461842.4817454647,3983750.906443313
1338,2461829.4371222374,3983619.426725916
1339,2461924.605881608,3983607.039808186
1340,2461811.405351497,3983740.270818621
1341,2461966.4077340188,3983752.945890943
1342,2461890.7248193873,3983771.367044188
1343,2461931.6660120543,3983748.5912612206
1344,2461870.3399912696,3983622.241602866
1345,2461985.7055383883,3983629.1211289605
1346,2461925.7913817912,3983633.767136404
1347,2461877.014244334,3983645.0914362404
1348,2461801.8887322964,3983732.428728683
1349,2461922.018455948,3983729.9005012326
1350,2461946.448850331,3983796.684402312
1351,2461908.175945879,3983665.274326998
1352,2461997.6319591226,3983766.105778414
1353,2461958.6486929725,3983616.9044262054
1354,2461875.3333909987,3983738.923286937
1355,2461917.666567874,3983619.7537024864
1356,2461913.915707408,3983717.454143063
1357,2461801.769663717,3983776.822353557
1358,2461872.206446622,3983690.381767887
1359,2461829.3773891586,3983722.293510721
1360,2461822.3262775084,3983919.6666627736
1361,2461885.5380203975,3983832.3780411365
1362,2461810.800960717,3983811.9033423895
1363,2461836.5262716943,3983920.4742367966
1364,2461803.519711414,3983993.9518245067
1365,2461909.7610136014,3983895.5606469144
1366,2461823.971754564,3983917.4756424427
1367,2461926.6928330916,3983947.7177798143
1368,2461922.458294353,3983821.65255118
1369,2461876.900380018,3983988.4983327626
1370,2461952.6642722604,3983885.2923396984
1371,2461951.0789946713,3983912.9908195985
1372,2461990.983188265,3983824.924805907
1373,2461926.9632459357,3983971.665055148
1374,2461817.7857910586,3983945.2900839313
1375,2461818.0345012853,3983833.682034276
1376,2461999.1215447458,3983995.304903587
1377,2461984.4838978965,3983828.4307533624
1378,2461844.016376034,3983939.3264031806
1379,2461820.475397158,3983847.5613584016
1380,2461812.392947927,3983836.962895211
1381,2461811.4310656264,3983975.676081618
1382,2461861.7620516154,3983924.6370285787
1383,2461882.8324621147,3984177.4806682053
1384,2461865.823623716,3984162.7296591983
1385,2461820.480370195,3984093.9589523524
1386,2461972.887677915,3984087.070389929
1387,2461941.764327158,3984034.7565008616
1388,2461834.323010627,3984145.332858862
1389,2461986.665768784,3984126.8372233524
1390,2461953.526049626,3984066.0667740977
1391,2461931.033690415,3984016.3254843247
1392,2461812.2982008546,3984082.1068722922
1393,2461966.518776808,3984140.2990078027
1394,2461844.645553113,3984158.9656655076
1395,2461946.8811408198,3984195.0308980653
1396,2461939.2846248033,3984050.598766484
1397,2461872.5964244325,3984166.899731864
1398,2461900.514966693,3984352.486389482
1399,2461988.9074605023,3984382.2778673023
1400,2461971.114819113,3984231.2033903818
1401,2461986.8675587405,3984368.656463874
1402,2461824.6980821574,3984320.0453466745
1403,2461970.4671762954,3984322.877482676
1404,2461973.1838603797,3984323.965939129
1405,2461957.681739035,3984216.0495369844
1406,2461913.223544062,3984328.930269092
1407,2461955.919796,3984326.181781536
1408,2461828.9150405866,3984224.469032873
1409,2461953.4625803186,3984335.3216838688
1410,2461946.8964735433,3984321.3764040447
1411,2461851.9516727505,3984526.579921103
1412,2461886.304526628,3984501.8054369665
1413,2461840.3176041804,3984458.997924819
1414,2461902.4423174104,3984510.3679479402
1415,2461917.36496659,3984466.0381134287
1416,2461838.0559045565,3984429.611668532
1417,2461893.277584272,3984552.580272055
1418,2461944.8412032146,3984485.9842804917
1419,2461859.291468671,3984555.3060571835
1420,2461925.742275115,3984551.243627997
1421,2461971.3035212015,3984534.7583099417
1422,2461984.155344671,3984597.8574124235
1423,2461876.945309387,3984520.223637085
1424,2461982.405443405,3984608.247700812
1425,2461828.190032936,3984651.439741613
1426,2461827.566927274,3984759.996935005
1427,2461869.776542532,3984618.3440765296
1428,2461988.0739164585,3984796.5084095662
1429,2461931.754621754,3984656.1734420345
1430,2461806.782590396,3984692.3267455543
1431,2461939.6531648687,3984779.9880388984
1432,2461812.7234805897,3984788.0926431064
1433,2461952.9542808584,3984645.1312285257
1434,2461839.069282375,3984629.668636713
1435,2461896.631865652,3984662.4865528336
1436,2461895.398268926,3984676.665219004
1437,2461970.662186244,3984713.9662070093
1438,2461972.7383432505,3984746.1173140155
1439,2461860.033288135,3984741.0525742727
1440,2461993.993127486,3984786.7849195306
