Commande,Heure,idMaison
13836,13:31:49,324
13837,21:25:44,2049
13838,10:17:42,2110
13839,19:33:35,1379
13840,15:44:36,1168
13841,11:25:46,1118
13842,19:26:09,371
13843,11:28:42,144
13844,19:42:14,298
13845,20:18:35,1312
13846,13:56:30,2331
13847,17:12:07,1696
13848,11:14:56,1327
13849,13:47:10,522
13850,11:47:33,2242
13851,16:30:42,2343
13852,10:53:10,216
13853,18:59:22,445
13854,10:31:57,1803
13855,11:05:31,2565
13856,12:01:42,1964
13857,12:16:20,808
13858,21:34:05,378
13859,20:57:30,1390
13860,18:27:48,2422
13861,19:45:40,1582
13862,15:14:15,969
13863,14:30:44,2085
13864,10:06:05,89
13865,16:53:22,645
13866,15:18:17,1757
13867,09:30:25,2336
13868,13:35:56,1339
13869,01:08:11,668
13870,07:27:15,733
13871,16:57:17,1599
13872,13:33:24,954
13873,12:28:32,2031
13874,21:51:29,2322
13875,13:48:30,1926
13876,19:01:37,1483
13877,12:42:27,407
13878,06:30:14,542
13879,22:18:54,2418
13880,07:44:31,1052
13881,17:21:42,470
13882,05:22:34,1247
13883,15:47:35,100
13884,13:01:20,1814
13885,15:15:28,1764
13886,18:16:03,2494
13887,10:56:07,889
13888,13:11:46,2422
13889,12:59:08,1651
13890,10:19:39,1791
13891,22:36:54,717
13892,08:32:18,2427
13893,21:25:04,911
13894,21:31:46,1135
13895,11:52:19,2538
13896,17:03:53,110
13897,16:03:14,637
13898,21:01:47,2040
13899,20:05:44,1090
13900,19:25:21,1091
13901,13:40:01,993
13902,22:02:59,2503
13903,13:45:48,1357
13904,11:24:03,174
13905,08:29:23,993
13906,10:39:36,1290
13907,21:49:08,2112
13908,15:50:37,880
13909,10:50:32,1680
13910,22:22:59,1780
13911,12:27:26,110
13912,09:19:31,186
13913,15:40:22,936
13914,00:13:43,1716
13915,14:25:57,888
13916,07:16:43,1307
13917,10:02:51,605
13918,14:19:56,54
13919,15:37:09,216
13920,09:35:32,506
13921,10:29:48,1188
13922,16:38:34,934
13923,07:39:04,1307
13924,21:34:49,1599
13925,14:16:20,1721
13926,19:12:22,734
13927,07:21:21,1556
13928,21:30:26,633
13929,10:33:29,779
13930,21:22:29,170
13931,07:58:25,1137
13932,10:31:14,1062
13933,17:26:19,371
13934,13:49:51,2535
13935,19:55:23,2
13936,10:37:29,1025
13937,19:05:16,713
13938,20:51:11,405
13939,18:08:43,1969
13940,11:11:03,191
13941,17:23:57,1033
13942,15:06:09,1798
13943,12:44:22,1479
13944,23:27:06,770
13945,22:56:39,770
13946,04:20:07,20
13947,12:29:50,695
13948,13:47:19,2234
13949,21:36:27,1240
13950,15:20:54,2108
13951,13:08:54,681
13952,20:42:05,2311
13953,14:47:51,2494
13954,10:34:21,1059
13955,20:24:53,2566
13956,20:01:36,1082
13957,08:41:36,482
13958,11:26:46,1260
13959,19:42:03,112
13960,15:23:25,1263
13961,18:57:59,563
13962,12:49:34,383
13963,16:58:54,323
13964,15:57:24,2095
13965,19:50:49,755
13966,12:06:47,1656
13967,11:45:16,580
13968,08:14:43,351
13969,10:36:49,283
13970,18:05:09,1593
13971,16:32:52,1078
13972,19:04:20,1388
13973,10:46:51,1325
13974,23:08:12,1178
13975,20:08:36,2199
13976,10:14:12,491
13977,22:13:24,1199
13978,10:59:51,137
13979,04:22:23,1022
13980,15:36:39,1119
13981,22:38:43,789
13982,11:02:35,1652
13983,20:09:50,843
13984,11:12:43,1823
13985,23:11:32,1541
13986,11:38:41,713
13987,18:28:40,1388
13988,22:31:08,299
13989,12:42:59,1493
13990,07:58:57,342
13991,16:23:49,2455
13992,23:38:28,165
13993,07:14:14,404
13994,05:25:46,2299
13995,12:07:06,1345
13996,21:20:00,1174
13997,10:35:10,1015
13998,21:28:52,2218
13999,17:08:43,29
14000,13:40:29,233
14001,09:37:42,934
14002,18:25:38,447
14003,14:24:22,1538
14004,20:16:55,920
14005,12:56:16,1206
14006,03:42:43,698
14007,16:28:10,2307
14008,22:15:32,2075
14009,21:14:07,1373
14010,14:22:51,2513
14011,13:43:13,2516
14012,11:16:27,2466
14013,14:21:48,2506
14014,15:52:30,2443
14015,11:59:58,1047
14016,01:07:52,2531
14017,19:09:50,737
14018,14:48:51,2496
14019,22:06:22,295
14020,22:19:23,500
14021,21:20:57,2360
14022,14:57:57,768
14023,20:49:49,707
14024,18:55:13,2337
14025,17:10:14,1869
14026,21:21:19,1523
14027,16:10:30,2260
14028,10:36:05,1182
14029,23:50:45,2446
14030,13:59:53,1098
14031,16:44:58,2496
14032,22:14:42,448
14033,19:34:02,1882
14034,22:27:18,1039
14035,22:13:06,1744
14036,21:11:58,2304
14037,22:13:21,2136
14038,15:02:31,683
14039,11:44:40,387
14040,10:05:40,947
14041,10:41:40,1300
14042,14:36:08,86
14043,15:27:08,795
14044,20:56:59,874
14045,13:56:19,138
14046,14:35:22,1748
14047,20:30:19,1418
14048,21:42:55,901
14049,09:21:20,2104
14050,17:26:56,371
14051,23:00:18,1951
14052,20:43:58,1378
14053,09:54:26,916
14054,08:28:26,2333
14055,16:41:19,381
14056,12:41:29,1935
14057,08:46:08,2319
14058,18:54:01,423
14059,12:43:28,400
14060,12:14:21,1113
14061,17:27:56,2120
14062,12:15:54,513
14063,22:18:10,2156
14064,16:06:38,2495
14065,16:05:51,984
14066,09:42:07,1083
14067,20:36:58,435
14068,12:41:48,279
14069,20:48:35,2370
14070,17:51:11,1173
14071,05:35:48,2374
14072,12:51:22,243
14073,17:38:41,1212
14074,16:34:40,2543
14075,06:44:08,1579
14076,12:21:47,124
14077,23:41:23,906
14078,14:57:05,2497
14079,18:58:03,322
14080,12:00:27,1274
14081,12:26:01,258
14082,16:03:05,837
14083,22:09:58,168
14084,13:17:50,2118
14085,13:46:06,942
14086,14:46:41,55
14087,21:37:38,971
14088,16:20:14,2323
14089,16:21:02,1818
14090,13:08:13,2265
14091,21:39:47,383
14092,12:04:44,854
14093,12:46:15,668
14094,12:54:13,2494
14095,22:25:02,782
14096,20:24:16,2282
14097,17:20:39,1889
14098,09:49:07,798
14099,13:23:02,76
14100,14:56:00,1196
14101,20:41:42,1995
14102,17:10:37,826
14103,20:36:27,963
14104,20:25:49,977
14105,09:52:26,717
14106,20:14:43,890
14107,14:49:06,820
14108,15:33:05,1681
14109,20:48:08,2345
14110,06:56:15,1489
14111,23:48:57,1200
14112,19:23:29,2407
14113,18:49:12,636
14114,13:57:42,417
14115,10:38:20,1715
14116,17:00:49,604
14117,10:35:27,1043
14118,18:06:30,712
14119,09:25:08,764
14120,21:33:39,2258
14121,22:03:03,376
14122,22:48:04,381
14123,10:44:14,632
14124,22:48:57,109
14125,14:34:26,865
14126,20:34:52,1356
14127,15:46:37,2322
14128,23:13:07,840
14129,08:38:07,2219
14130,10:13:30,1079
14131,14:50:59,2348
14132,18:11:11,75
14133,10:45:15,2187
14134,22:09:24,478
14135,10:03:07,401
14136,13:50:36,1347
14137,16:42:02,61
14138,14:29:13,807
14139,11:29:43,41
14140,18:00:26,1445
14141,19:35:10,1701
14142,17:53:27,1876
14143,13:46:04,518
14144,14:14:23,461
14145,17:35:28,1506
14146,12:56:08,1827
14147,09:32:35,2552
14148,21:36:44,1889
14149,12:22:11,2135
14150,08:30:15,1007
14151,21:15:42,2554
14152,19:18:09,162
14153,09:27:51,1493
14154,00:22:32,890
14155,02:02:58,2312
14156,11:22:26,808
14157,09:25:08,2049
14158,17:11:33,1858
14159,17:45:59,2259
14160,08:04:28,1456
14161,22:08:53,2316
14162,19:50:20,2005
14163,15:43:18,1126
14164,09:13:10,2044
14165,14:37:28,704
14166,14:12:26,1643
14167,16:26:39,1240
14168,12:28:53,1553
14169,12:15:47,2155
14170,15:32:59,1086
14171,11:30:11,1694
14172,09:05:39,1609
14173,01:59:17,2197
14174,21:52:24,420
14175,11:52:16,2468
14176,09:19:05,340
14177,18:16:55,1178
14178,09:07:53,1012
14179,22:32:31,1394
14180,16:34:43,834
14181,12:44:33,1379
14182,19:35:39,170
14183,17:09:39,1601
14184,09:08:33,259
14185,20:01:26,1829
14186,22:08:30,1904
14187,15:10:34,868
14188,12:28:59,441
14189,22:37:45,389
14190,22:18:10,380
14191,13:53:33,2461
14192,16:56:22,1132
14193,13:39:26,1889
14194,19:52:53,635
14195,16:53:06,234
14196,18:33:58,1560
14197,17:28:32,1727
14198,22:57:48,110
14199,23:25:53,1299
14200,13:41:32,2254
14201,15:10:28,892
14202,09:09:45,1704
14203,16:46:30,2235
14204,10:29:28,1979
14205,22:19:39,976
14206,08:34:35,2570
14207,00:31:35,1013
14208,15:26:56,564
14209,18:37:03,702
14210,20:31:17,425
14211,12:04:40,1269
14212,12:58:34,1531
14213,07:57:55,321
14214,18:29:20,2334
14215,22:49:44,2100
14216,06:54:27,1138
14217,13:17:56,538
14218,09:46:29,237
14219,14:12:29,905
14220,14:33:36,592
14221,22:06:59,584
14222,15:12:28,58
14223,13:07:34,1808
14224,14:49:32,419
14225,11:58:46,1170
14226,15:34:18,582
14227,15:43:46,2230
14228,20:52:50,1736
14229,21:26:51,2158
14230,12:13:13,2424
14231,11:22:00,2285
14232,16:06:41,1256
14233,01:50:10,817
14234,21:23:19,320
14235,15:39:39,28
14236,20:43:55,633
14237,12:11:11,791
14238,23:03:33,428
14239,11:03:43,1311
14240,20:00:49,80
14241,08:30:37,2007
14242,12:00:19,1453
14243,00:35:16,2547
14244,16:22:59,1462
14245,08:27:53,215
14246,13:53:26,46
14247,15:40:52,174
14248,19:00:56,1591
14249,22:56:23,2179
14250,08:21:59,1648
14251,17:14:07,934
14252,18:59:00,347
14253,12:58:15,2366
14254,17:12:32,903
14255,19:38:04,1428
14256,12:56:21,1438
14257,09:57:18,1734
14258,19:49:11,828
14259,10:00:41,1468
14260,20:22:23,2463
14261,17:54:55,2012
14262,15:35:14,803
14263,21:01:38,1009
14264,07:34:29,1769
14265,16:08:42,2487
14266,20:49:49,887
14267,22:43:18,1101
14268,17:32:41,216
14269,09:58:51,1914
14270,23:12:59,2510
14271,17:34:59,1808
14272,21:38:50,797
14273,19:08:31,2561
14274,19:12:21,310
14275,00:29:31,288
14276,21:27:42,824
14277,12:05:38,1897
14278,08:24:41,1437
14279,06:23:44,206
14280,16:20:17,986
14281,10:54:50,1567
14282,20:34:17,2129
14283,10:22:11,2373
14284,18:09:40,740
14285,21:07:51,1023
14286,09:22:11,1458
14287,10:36:04,994
14288,17:17:56,1817
14289,16:51:41,1464
14290,16:19:54,1120
14291,13:44:32,1478
14292,21:55:16,539
14293,13:49:33,432
14294,13:31:05,678
14295,18:02:14,276
14296,10:11:39,352
14297,17:37:39,1921
14298,10:38:45,753
14299,13:25:30,1775
14300,13:27:51,1106
14301,13:46:06,1776
14302,12:58:27,2272
14303,15:23:30,2375
14304,14:26:54,2009
14305,12:58:17,2567
14306,20:23:44,1206
14307,00:00:28,1907
14308,18:18:38,1541
14309,17:24:25,1122
14310,19:23:07,401
14311,19:57:08,2297
14312,11:05:46,1703
14313,16:22:19,753
14314,16:33:15,387
14315,12:10:54,326
14316,19:07:50,783
14317,16:21:07,431
14318,18:45:50,1719
14319,21:26:36,1590
14320,11:46:01,1436
14321,14:44:46,246
14322,17:12:39,777
14323,10:33:18,1917
14324,21:37:08,841
14325,11:02:32,726
14326,16:33:07,182
14327,09:52:45,321
14328,21:18:23,1233
14329,09:19:02,1487
14330,13:40:54,744
14331,14:53:51,2129
14332,16:01:33,253
14333,19:33:40,1604
14334,21:03:00,1106
14335,19:40:44,1073
14336,20:21:51,753
14337,22:30:15,856
14338,10:23:33,322
14339,18:42:36,149
14340,05:47:15,2431
14341,10:09:53,880
14342,12:25:07,2422
14343,12:06:28,1689
14344,11:22:23,420
14345,18:19:47,2333
14346,21:01:19,1274
14347,09:08:56,2142
14348,18:14:46,2512
14349,20:55:53,703
14350,16:18:51,2149
14351,11:07:03,107
14352,13:32:53,712
14353,20:08:54,1179
14354,18:02:48,2512
14355,18:11:27,980
14356,10:58:36,818
14357,19:12:48,608
14358,16:15:02,1322
14359,15:20:36,1799
14360,20:09:07,952
14361,18:38:28,1801
14362,14:42:21,1594
14363,18:05:18,755
14364,05:24:06,420
14365,21:38:02,69
14366,10:55:21,818
14367,18:10:21,1574
14368,16:31:50,466
14369,10:14:54,445
14370,23:41:03,1743
14371,19:33:00,1655
14372,21:59:07,2077
14373,13:36:01,2491
14374,10:29:08,344
14375,16:24:03,2115
14376,12:33:44,619
14377,18:45:36,2391
14378,09:42:17,35
14379,12:48:04,1223
14380,15:56:16,1438
14381,14:34:40,1203
14382,17:15:29,1909
14383,09:50:34,2435
14384,08:27:09,1803
14385,13:49:10,665
14386,07:46:37,1776
14387,17:47:12,769
14388,17:31:22,681
14389,16:43:05,1934
14390,17:54:22,2052
14391,18:00:07,1276
14392,17:31:16,1706
14393,08:35:02,1772
14394,21:37:31,2304
14395,20:47:43,1196
14396,20:54:35,1408
14397,23:41:55,833
14398,12:40:56,1482
14399,10:45:33,563
14400,11:19:24,219
14401,18:03:13,2503
14402,20:23:01,354
14403,16:35:51,1939
14404,14:47:58,1787
14405,13:34:13,475
14406,03:26:30,814
14407,16:32:22,966
14408,17:22:30,568
14409,20:27:01,2284
14410,16:50:59,633
14411,08:51:29,1621
14412,14:53:30,2383
14413,21:47:15,1501
14414,09:29:34,1890
14415,11:22:10,1134
14416,20:20:05,2376
14417,09:36:46,1651
14418,22:30:09,2485
14419,18:09:40,1494
14420,12:40:41,1920
14421,14:20:18,1734
14422,17:12:13,457
14423,18:20:22,1379
14424,14:14:04,2532
14425,09:27:40,1492
14426,22:20:53,130
14427,18:59:16,805
14428,07:03:32,573
14429,12:13:50,2061
14430,12:30:30,991
14431,22:09:05,380
14432,20:59:28,2098
14433,12:53:39,1058
14434,18:41:33,1056
14435,14:07:18,83
14436,00:03:49,2195
14437,11:48:09,135
14438,18:33:12,816
14439,20:49:00,1849
14440,10:58:01,1415
14441,00:48:05,2557
14442,10:08:20,1997
14443,13:05:48,1549
14444,17:35:09,1591
14445,16:48:30,1782
14446,12:12:54,2496
14447,19:00:55,1789
14448,16:49:21,223
14449,23:07:43,608
14450,10:27:29,1970
14451,22:26:42,1200
14452,20:45:43,1199
14453,21:53:51,957
14454,17:32:13,261
14455,23:11:50,1892
14456,13:34:49,891
14457,18:06:51,1287
14458,12:45:58,243
14459,20:51:07,1189
14460,10:38:01,1910
14461,08:58:13,1509
14462,19:08:54,938
14463,19:04:51,1874
14464,16:48:44,803
14465,08:14:34,516
14466,07:27:52,764
14467,16:06:08,456
14468,00:10:08,928
14469,15:37:31,1507
14470,20:48:58,2217
14471,07:51:52,1233
14472,22:25:15,1998
14473,16:50:05,1337
14474,10:29:46,1039
14475,13:40:56,855
14476,13:51:28,530
14477,17:11:50,805
14478,00:51:29,976
14479,09:24:58,317
14480,06:58:13,1519
14481,18:34:22,2363
14482,18:39:18,2088
14483,22:23:46,2020
14484,10:49:28,1561
14485,19:16:27,1533
14486,17:27:16,1978
14487,10:51:56,2104
14488,19:13:07,1749
14489,16:03:01,2560
14490,12:21:37,2119
14491,23:12:12,2557
14492,21:44:21,1103
14493,20:14:03,2405
14494,12:51:16,2387
14495,23:53:02,84
14496,15:00:03,2440
14497,22:14:51,2002
14498,19:53:48,1780
14499,17:02:47,2331
14500,13:48:15,1803
14501,11:24:35,1751
14502,07:13:58,536
14503,17:12:50,2559
14504,03:18:59,1086
14505,17:30:26,74
14506,16:20:50,1966
14507,11:54:32,1950
14508,19:03:54,2074
14509,12:49:40,2434
14510,18:06:46,2232
14511,01:13:36,829
14512,16:08:20,818
14513,17:00:17,1014
14514,13:54:14,280
14515,12:47:29,220
14516,17:28:19,1663
14517,13:54:06,1488
14518,14:52:44,1657
14519,16:59:41,1825
14520,14:39:09,1625
14521,17:00:08,125
14522,08:19:51,1094
14523,18:38:06,1206
14524,08:41:18,1524
14525,12:37:15,1511
14526,21:42:26,2280
14527,19:19:50,686
14528,09:54:17,1139
14529,23:30:51,2269
14530,12:35:10,799
14531,19:07:40,275
14532,20:57:42,2096
14533,11:55:51,1393
14534,13:08:46,489
14535,19:29:36,1988
14536,17:21:53,1571
14537,23:10:06,1645
14538,10:50:30,469
14539,20:15:10,1368
14540,15:12:50,577
14541,23:01:32,1122
14542,20:40:54,1578
14543,07:50:10,827
14544,12:28:22,1813
14545,12:32:00,988
14546,08:43:15,221
14547,19:18:16,143
14548,16:37:31,2059
14549,17:12:48,1420
14550,16:19:42,1280
14551,09:24:19,968
14552,01:06:45,662
14553,19:28:36,1494
14554,06:39:19,1546
14555,06:01:59,732
14556,20:43:58,965
14557,19:02:10,1581
14558,12:57:59,1488
14559,21:15:10,659
14560,20:57:04,905
14561,19:45:04,1007
14562,14:53:30,17
14563,23:11:14,1330
14564,15:05:42,1417
14565,14:06:18,611
14566,13:47:14,822
14567,12:39:51,200
14568,11:52:19,1907
14569,19:59:03,1459
14570,13:28:37,948
14571,17:52:37,1733
14572,14:23:29,712
14573,21:02:51,1878
14574,12:56:36,2458
14575,15:27:51,1231
14576,16:58:07,2109
14577,08:03:49,2291
14578,17:15:06,837
14579,18:25:04,2545
14580,09:19:35,781
14581,16:43:14,1191
14582,15:37:10,2188
14583,15:59:28,1338
14584,18:00:17,1266
14585,22:06:35,833
14586,09:57:50,941
14587,16:40:52,1452
14588,19:30:52,698
14589,19:09:54,2478
14590,22:04:54,1499
14591,18:38:21,182
14592,19:08:47,1856
14593,15:59:33,270
14594,12:01:17,189
14595,17:13:11,1015
14596,18:49:39,403
14597,22:40:48,879
14598,08:22:02,1800
14599,16:39:01,2562
14600,12:16:44,1669
14601,15:21:55,1869
14602,20:32:48,2243
14603,21:58:33,1929
14604,13:29:49,2380
14605,12:35:56,1955
14606,10:12:58,1771
14607,13:26:51,1853
14608,20:05:05,2564
14609,19:31:52,2534
14610,17:10:04,1929
14611,10:10:42,138
14612,23:23:17,1338
14613,18:21:51,313
14614,12:37:00,1711
14615,19:02:44,2278
14616,00:34:47,2436
14617,21:52:03,1882
14618,14:43:05,665
14619,13:32:48,902
14620,16:39:14,1968
14621,09:35:01,715
14622,19:24:23,1780
14623,11:59:25,2233
14624,11:42:04,2277
14625,20:43:40,424
14626,13:18:28,1140
14627,15:48:49,2167
14628,12:42:52,242
14629,21:34:28,817
14630,16:15:15,276
14631,14:59:54,516
14632,19:32:54,594
14633,08:37:03,19
